feature,file_name,branch,attack_family,attack_subtype,dtype,missing_count_sample,missing_ratio_sample,unique_values_sample
Bwd IAT Mean,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,4219
Bwd IAT Std,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,4137
Bwd IAT Max,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,4027
Bwd IAT Min,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,2463
Fwd PSH Flags,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,2
Bwd PSH Flags,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,1
Fwd URG Flags,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,1
Bwd URG Flags,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,1
Fwd Header Length,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,189
Bwd Header Length,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,211
Fwd Packets/s,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,11215
Bwd Packets/s,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,10127
Packet Length Min,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,129
Packet Length Max,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,369
Packet Length Mean,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,1206
Packet Length Std,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,1116
Packet Length Variance,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,1142
FIN Flag Count,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,4
SYN Flag Count,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,27
RST Flag Count,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,3
PSH Flag Count,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,50
ACK Flag Count,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,80
URG Flag Count,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,1
CWR Flag Count,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,2
ECE Flag Count,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,5
Down/Up Ratio,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,15
Average Packet Size,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,1214
Fwd Segment Size Avg,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,679
Bwd Segment Size Avg,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,648
Fwd Bytes/Bulk Avg,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,1
Fwd Packet/Bulk Avg,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,1
Fwd Bulk Rate Avg,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,1
Bwd Bytes/Bulk Avg,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,453
Bwd Packet/Bulk Avg,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,38
Bwd Bulk Rate Avg,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,1154
Subflow Fwd Packets,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,111
Subflow Fwd Bytes,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,421
Subflow Bwd Packets,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,33
Subflow Bwd Bytes,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,418
FWD Init Win Bytes,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,253
Bwd Init Win Bytes,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,251
Fwd Act Data Pkts,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,73
Fwd Seg Size Min,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,int64,0,0.0,7
Active Mean,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,1610
Active Std,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,713
Active Max,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,1607
Active Min,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,1600
Idle Mean,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,1884
Idle Std,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,1033
Idle Max,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,1878
Idle Min,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,float64,0,0.0,1865
Label,DDoS-ICMP_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation8,object,0,0.0,1
Flow ID,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,object,0,0.0,16970
Src IP,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,object,0,0.0,237
Src Port,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,12245
Dst IP,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,object,0,0.0,631
Dst Port,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,1214
Protocol,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,3
Timestamp,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,object,0,0.0,2370
Flow Duration,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,19514
Total Fwd Packet,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,305
Total Bwd packets,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,196
Total Length of Fwd Packet,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,1540
Total Length of Bwd Packet,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,1353
Fwd Packet Length Max,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,578
Fwd Packet Length Min,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,193
Fwd Packet Length Mean,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,1820
Fwd Packet Length Std,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,1822
Bwd Packet Length Max,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,445
Bwd Packet Length Min,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,224
Bwd Packet Length Mean,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,1614
Bwd Packet Length Std,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,1530
Flow Bytes/s,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,11,0.0005397448478900883,17504
Flow Packets/s,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,19589
Flow IAT Mean,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,19622
Flow IAT Std,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,11639
Flow IAT Max,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,18024
Flow IAT Min,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,13044
Fwd IAT Total,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,10567
Fwd IAT Mean,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,10590
Fwd IAT Std,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,9321
Fwd IAT Max,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,9596
Fwd IAT Min,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,6493
Bwd IAT Total,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,7390
Bwd IAT Mean,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,7400
Bwd IAT Std,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,7012
Bwd IAT Max,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,7072
Bwd IAT Min,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,4017
Fwd PSH Flags,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,2
Bwd PSH Flags,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,1
Fwd URG Flags,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,1
Bwd URG Flags,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,1
Fwd Header Length,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,409
Bwd Header Length,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,428
Fwd Packets/s,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,19592
Bwd Packets/s,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,16946
Packet Length Min,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,158
Packet Length Max,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,588
Packet Length Mean,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,2729
Packet Length Std,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,2641
Packet Length Variance,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,2679
FIN Flag Count,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,4
SYN Flag Count,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,29
RST Flag Count,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,3
PSH Flag Count,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,121
ACK Flag Count,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,227
URG Flag Count,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,1
CWR Flag Count,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,3
ECE Flag Count,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,3
Down/Up Ratio,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,18
Average Packet Size,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,2677
Fwd Segment Size Avg,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,1780
Bwd Segment Size Avg,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,1580
Fwd Bytes/Bulk Avg,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,1
Fwd Packet/Bulk Avg,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,1
Fwd Bulk Rate Avg,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,1
Bwd Bytes/Bulk Avg,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,1313
Bwd Packet/Bulk Avg,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,160
Bwd Bulk Rate Avg,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,2466
Subflow Fwd Packets,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,171
Subflow Fwd Bytes,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,880
Subflow Bwd Packets,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,88
Subflow Bwd Bytes,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,881
FWD Init Win Bytes,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,475
Bwd Init Win Bytes,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,544
Fwd Act Data Pkts,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,139
Fwd Seg Size Min,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,int64,0,0.0,9
Active Mean,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,3449
Active Std,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,1598
Active Max,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,3432
Active Min,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,3428
Idle Mean,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,3882
Idle Std,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,2113
Idle Max,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,3872
Idle Min,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,float64,0,0.0,3853
Label,DDoS-ICMP_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation9,object,0,0.0,1
Flow ID,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,object,0,0.0,25999
Src IP,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,object,0,0.0,17
Src Port,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,int64,0,0.0,25308
Dst IP,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,object,0,0.0,19
Dst Port,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,int64,0,0.0,696
Protocol,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,int64,0,0.0,1
Timestamp,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,object,0,0.0,20
Flow Duration,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,int64,0,0.0,14269
Total Fwd Packet,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,int64,0,0.0,11
Total Bwd packets,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,int64,0,0.0,11
Total Length of Fwd Packet,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,14
Total Length of Bwd Packet,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,12
Fwd Packet Length Max,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,13
Fwd Packet Length Min,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,3
Fwd Packet Length Mean,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,16
Fwd Packet Length Std,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,15
Bwd Packet Length Max,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,12
Bwd Packet Length Min,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,1
Bwd Packet Length Mean,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,12
Bwd Packet Length Std,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,12
Flow Bytes/s,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,1,3.3333333333333335e-05,39
Flow Packets/s,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,14279
Flow IAT Mean,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,14282
Flow IAT Std,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,19980
Flow IAT Max,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,12429
Flow IAT Min,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,11962
Fwd IAT Total,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,13835
Fwd IAT Mean,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,13835
Fwd IAT Std,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,9611
Fwd IAT Max,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,12823
Fwd IAT Min,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,13185
Bwd IAT Total,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,282
Bwd IAT Mean,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,282
Bwd IAT Std,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,33
Bwd IAT Max,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,282
Bwd IAT Min,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,254
Fwd PSH Flags,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,int64,0,0.0,2
Bwd PSH Flags,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,int64,0,0.0,1
Fwd URG Flags,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,int64,0,0.0,1
Bwd URG Flags,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,int64,0,0.0,1
Fwd Header Length,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,int64,0,0.0,18
Bwd Header Length,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,int64,0,0.0,17
Fwd Packets/s,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,14268
Bwd Packets/s,DoS-SYN_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood,float64,0,0.0,14279
